type,name,full_name,isin,haircut,value
equity,CENTRALBK,,INE483A01010,23.84,76.16
equity,CENTRUM,,INE660C01027,24.37,75.63
equity,CENTUM,,INE320B01020,23.63,76.37
equity,CENTURYPLY,,INE348B01021,17.79,82.21
equity,CENTURYTEX,,INE055A01016,19.21,80.79
equity,CERA,,INE739E01017,16.19,83.81
equity,CEREBRAINT,,INE345B01019,100,0
equity,CESC,,INE486A01021,14.57,85.43
equity,CGCL,,INE180C01026,16.68,83.32
equity,CGPOWER,,INE067A01029,19.97,80.03
equity,CHALET,,INE427F01016,21.14,78.86
equity,CHAMBLFERT,,INE085A01013,20.74,79.26
equity,CHEMBOND,,INE995D01025,21.96,78.04
equity,CHEMCON,,INE03YM01018,23.05,76.95
equity,CHEMPLASTS,,INE488A01050,20.95,79.05
equity,CHENNPETRO,,INE178A01016,27.5,72.5
equity,CHEVIOT,,INE974B01016,12.5,87.5
equity,CHOICEIN,,INE102B01014,12.5,87.5
equity,CHOLAHLDNG,,INE149A01033,13.78,86.22
equity,CIGNITITEC,,INE675C01017,18.83,81.17
equity,CINELINE,,INE704H01022,25.7,74.3
equity,CLEAN,,INE227W01023,15.93,84.07
equity,CLEDUCATE,,INE201M01029,26.02,73.98
equity,CLNINDIA,,INE492A01029,14.9,85.1
equity,CLSEL,,INE419D01026,20.75,79.25
equity,CMSINFO,,INE925R01014,14.88,85.12
equity,COASTCORP,,INE377E01016,25.25,74.75
equity,COCHINSHIP,,INE704P01017,18.34,81.66
equity,COFFEEDAY,,INE335K01011,31.12,68.88
equity,COFORGE,,INE591G01017,19.75,80.25
equity,COMPINFO,,INE070C01037,28.37,71.63
equity,COMPUSOFT,,INE453B01029,29.57,70.43
equity,CONCOR,,INE111A01025,17.1,82.9
equity,CONFIPET,,INE552D01024,24.27,75.73
equity,CONTROLPR,,INE663B01015,22.34,77.66
equity,CORDSCABLE,,INE792I01017,23.89,76.11
equity,COROMANDEL,,INE169A01031,15.22,84.78
equity,COSMOFIRST,,INE757A01017,22.91,77.09
equity,CRAFTSMAN,,INE00LO01017,16.89,83.11
equity,CREATIVE,,INE985W01018,50,50
equity,CREDITACC,,INE741K01010,21.18,78.82
equity,CREST,,INE559D01011,22.13,77.87
equity,CRISIL,,INE007A01025,16.73,83.27
equity,CROMPTON,,INE299U01018,15.34,84.66
equity,CSBBANK,,INE679A01013,18.48,81.52
equity,CSLFINANCE,,INE718F01018,14.8,85.2
equity,CTE,,INE627H01017,28.98,71.02
equity,CUB,,INE491A01021,17.47,82.53
equity,CUMMINSIND,,INE298A01020,14.94,85.06
equity,CUPID,,INE509F01011,20.39,79.61
equity,CYBERTECH,,INE214A01019,24.53,75.47
equity,CYIENT,,INE136B01020,16.62,83.38
equity,DAAWAT,,INE818H01020,23.2,76.8
equity,DALBHARAT,,INE00R701025,18.42,81.58
equity,DALMIASUG,,INE495A01022,25.13,74.87
equity,DANGEE,,INE688Y01022,26.49,73.51
equity,DATAMATICS,,INE365B01017,24.68,75.32
equity,DATAPATTNS,,INE0IX101010,19.99,80.01
equity,DBCORP,,INE950I01011,21.72,78.28
equity,DBL,,INE917M01012,21.75,78.25
equity,DBOL,,INE0I3401014,16.15,83.85
equity,DCAL,,INE385W01011,24.68,75.32
equity,DCBBANK,,INE503A01015,20.01,79.99
equity,DCM,,INE498A01018,30.57,69.43
equity,DCMNVL,,INE08KP01019,25.71,74.29
equity,DCMSHRIRAM,,INE499A01024,20.95,79.05
equity,DCMSRIND,,INE843D01027,19,81
equity,DCW,,INE500A01029,25.08,74.92
equity,DCXINDIA,,INE0KL801015,12.5,87.5
equity,DECCANCE,,INE583C01021,17.17,82.83
equity,DEEPAKFERT,,INE501A01019,23.76,76.24
equity,DEEPAKNTR,,INE288B01029,19.48,80.52
equity,DEEPINDS,,INE0FHS01016,26.26,73.74
equity,DELHIVERY,,INE148O01028,20.94,79.06
equity,DELTACORP,,INE124G01033,21.74,78.26
equity,DEN,,INE947J01015,19.72,80.28
equity,DEVIT,,INE060X01026,20.42,79.58
equity,DEVYANI,,INE872J01023,18.04,81.96
equity,DFMFOODS,,INE456C01020,22.37,77.63
equity,DHAMPURSUG,,INE041A01016,24.69,75.31
equity,DHANBANK,,INE680A01011,24.15,75.85
equity,DHANUKA,,INE435G01025,14.53,85.47
equity,DHUNINV,,INE320L01011,24.63,75.37
equity,DIAMONDYD,,INE393P01035,16.29,83.71
equity,DICIND,,INE303A01010,17.29,82.71
equity,DIGISPICE,,INE927C01020,27.5,72.5
equity,DISHTV,,INE836F01026,50,50
equity,DIXON,,INE935N01020,18.29,81.71
equity,DLINKINDIA,,INE250K01012,26.88,73.12
equity,DMCC,,INE505A01010,12.5,87.5
equity,DODLA,,INE021O01019,14.88,85.12
equity,DOLATALGO,,INE966A01022,20.93,79.07
equity,DOLLAR,,INE325C01035,21.85,78.15
equity,DPABHUSHAN,,INE266Y01019,21.71,78.29
equity,DPSCLTD,,INE360C01024,35,65
equity,DPWIRES,,INE864X01013,27.35,72.65
equity,DREAMFOLKS,,INE0JS101016,12.68,87.32
equity,DREDGECORP,,INE506A01018,21.65,78.35
equity,DTIL,,INE341R01014,100,0
equity,DVL,,INE477B01010,22.11,77.89
equity,DWARKESH,,INE366A01041,24.24,75.76
equity,DYNAMATECH,,INE221B01012,24.14,75.86
equity,EASEMYTRIP,,INE07O001026,26.88,73.12
equity,ECLERX,,INE738I01010,18.61,81.39
equity,EDELWEISS,,INE532F01054,21.39,78.61
equity,EIDPARRY,,INE126A01031,20.29,79.71
equity,EIHAHOTELS,,INE276C01014,21.66,78.34
equity,EIHOTEL,,INE230A01023,20.47,79.53
equity,EIMCOELECO,,INE158B01016,21.4,78.6
equity,EKC,,INE184H01027,27.73,72.27
equity,ELECTCAST,,INE086A01029,22.68,77.32
equity,ELECTHERM,,INE822G01016,24.26,75.74
equity,ELGIEQUIP,,INE285A01027,25.11,74.89
equity,EMAMILTD,,INE548C01032,15.59,84.41
equity,EMAMIPAP,,INE830C01026,23.74,76.26
equity,EMAMIREAL,,INE778K01012,25.36,74.64
equity,EMIL,,INE02YR01019,14.07,85.93
equity,EMKAY,,INE296H01011,26.32,73.68
equity,EMMBI,,INE753K01015,20.91,79.09
equity,EMUDHRA,,INE01QM01018,14.39,85.61
equity,ENDURANCE,,INE913H01037,15.69,84.31
equity,ENGINERSIN,,INE510A01028,16.19,83.81
equity,ENIL,,INE265F01028,19.84,80.16
equity,EPL,,INE255A01020,19.04,80.96
equity,EQUITAS,,INE988K01017,20.89,79.11
equity,EQUITASBNK,,INE063P01018,18.69,81.31
equity,ERIS,,INE406M01024,13.61,86.39
equity,ESABINDIA,,INE284A01012,20.46,79.54
equity,ESCORTS,,INE042A01014,17.7,82.3
equity,ESSARSHPNG,,INE122M01019,26.64,73.36
equity,ESTER,,INE778B01029,22.34,77.66
equity,ETHOSLTD,,INE04TZ01018,14.09,85.91
equity,EVEREADY,,INE128A01029,20.71,79.29
equity,EVERESTIND,,INE295A01018,26.6,73.4
equity,EXCELINDUS,,INE369A01029,22.58,77.42
equity,EXIDEIND,,INE302A01020,14.17,85.83
equity,EXPLEOSOL,,INE201K01015,21.94,78.06
equity,EXXARO,,INE0GFE01018,16.98,83.02
equity,FACT,,INE188A01015,31.19,68.81
equity,FAIRCHEMOR,,INE0DNW01011,23.66,76.34
equity,FCL,,INE045J01026,25.81,74.19
equity,FDC,,INE258B01022,15.82,84.18
equity,FEDERALBNK,,INE171A01029,17.35,82.65
equity,FIEMIND,,INE737H01014,24.81,75.19
equity,FILATEX,,INE816B01027,21.94,78.06
equity,FINCABLES,,INE235A01022,19.13,80.87
equity,FINEORG,,INE686Y01026,21.2,78.8
equity,FINOPB,,INE02NC01014,22.04,77.96
equity,FINPIPE,,INE183A01024,18.83,81.17
equity,FLUOROCHEM,,INE09N301011,21.05,78.95
equity,FMGOETZE,,INE529A01010,15.19,84.81
equity,FOODSIN,,INE976E01023,100,0
equity,FORCEMOT,,INE451A01017,20.69,79.31
equity,FORTIS,,INE061F01013,18.23,81.77
equity,FOSECOIND,,INE519A01011,17.03,82.97
equity,FSL,,INE684F01012,19.77,80.23
equity,GABRIEL,,INE524A01029,19.68,80.32
equity,GAEL,,INE036B01030,24.92,75.08
equity,GALAXYSURF,,INE600K01018,14.07,85.93
equity,GALLANTT,,INE297H01019,23.48,76.52
equity,GANDHITUBE,,INE524B01027,22.36,77.64
equity,GANECOS,,INE845D01014,18.85,81.15
equity,GANESHBE,,INE388A01029,18.18,81.82
equity,GANESHHOUC,,INE460C01014,25.38,74.62
equity,GARFIBRES,,INE276A01018,15.25,84.75
equity,GATEWAY,,INE079J01017,12.93,87.07
equity,GATI,,INE152B01027,23.08,76.92
equity,GEECEE,,INE916G01016,22.21,77.79
equity,GENUSPAPER,,INE949P01018,27.49,72.51
equity,GENUSPOWER,,INE955D01029,25.03,74.97
equity,GEOJITFSL,,INE007B01023,19.81,80.19
equity,GEPIL,,INE878A01011,21.98,78.02
equity,GESHIP,,INE017A01032,19.99,80.01
equity,GET&D,,INE200A01026,20.14,79.86
equity,GFLLIMITED,,INE538A01037,21.45,78.55
equity,GHCL,,INE539A01019,20.92,79.08
equity,GICHSGFIN,,INE289B01019,21,79
equity,GICRE,,INE481Y01014,21.02,78.98
equity,GILLETTE,,INE322A01010,12.5,87.5
equity,GINNIFILA,,INE424C01010,25.8,74.2
equity,GIPCL,,INE162A01010,16.42,83.58
equity,GLAXO,,INE159A01016,12.5,87.5
equity,GLENMARK,,INE935A01035,17.07,82.93
equity,GLOBE,,INE581X01021,27.74,72.26
equity,GLOBUSSPR,,INE615I01010,25.03,74.97
equity,GLS,,INE03Q201024,12.5,87.5
equity,GMBREW,,INE075D01018,18.09,81.91
equity,GMDCLTD,,INE131A01031,26.21,73.79
equity,GMMPFAUDLR,,INE541A01023,21.84,78.16
equity,GMRINFRA,,INE776C01039,18.99,81.01
equity,GNA,,INE934S01014,21.33,78.67
equity,GNFC,,INE113A01013,23.45,76.55
equity,GOACARBON,,INE426D01013,75,25
equity,GOCLCORP,,INE077F01035,25.96,74.04
equity,GOCOLORS,,INE0BJS01011,17.55,82.45
equity,GODFRYPHLP,,INE260B01028,19.72,80.28
equity,GODREJAGRO,,INE850D01014,14.95,85.05
equity,GODREJIND,,INE233A01035,14.5,85.5
equity,GODREJPROP,,INE484J01027,19.97,80.03
equity,GOKEX,,INE887G01027,26.17,73.83
equity,GOKUL,,INE020J01029,28.88,71.12
equity,GOKULAGRO,,INE314T01025,29.31,70.69
equity,GOLDIAM,,INE025B01025,23.98,76.02
equity,GOODLUCK,,INE127I01024,22.83,77.17
equity,GOODYEAR,,INE533A01012,14.61,85.39
equity,GPIL,,INE177H01021,26,74
equity,GPPL,,INE517F01014,17.39,82.61
equity,GPTINFRA,,INE390G01014,75,25
equity,GRANULES,,INE101D01020,18.66,81.34
equity,GRAPHITE,,INE371A01025,21.2,78.8
equity,GRAUWEIL,,INE266D01021,21.03,78.97
equity,GRAVITA,,INE024L01027,25.51,74.49
equity,GREAVESCOT,,INE224A01026,22.83,77.17
equity,GREENLAM,,INE544R01021,19.09,80.91
equity,GREENPANEL,,INE08ZM01014,20.01,79.99
equity,GREENPLY,,INE461C01038,18.43,81.57
equity,GRINDWELL,,INE536A01023,16.24,83.76
equity,GRINFRA,,INE201P01022,15.12,84.88
equity,GRMOVER,,INE192H01020,12.5,87.5
equity,GRPLTD,,INE137I01015,23.43,76.57
equity,GRSE,,INE382Z01011,26.77,73.23
equity,GRWRHITECH,,INE291A01017,16.64,83.36
equity,GSCLCEMENT,,INE542A01039,22.75,77.25
equity,GSFC,,INE026A01025,21.83,78.17
equity,GSPL,,INE246F01010,17.45,82.55
equity,GSS,,INE871H01011,26.07,73.93
equity,GTL,,INE043A01012,28.22,71.78
equity,GTPL,,INE869I01013,20.88,79.12
equity,GUFICBIO,,INE742B01025,22.05,77.95
equity,GUJALKALI,,INE186A01019,23.2,76.8
equity,GUJAPOLLO,,INE826C01016,20.8,79.2
equity,GUJGASLTD,,INE844O01030,17.84,82.16
equity,GULFOILLUB,,INE635Q01029,14.66,85.34
equity,GULFPETRO,,INE586G01017,26.11,73.89
equity,GULPOLY,,INE255D01024,24.32,75.68
equity,HAPPSTMNDS,,INE419U01012,17.65,82.35
equity,HARIOMPIPE,,INE00EV01017,18.46,81.54
equity,HARRMALAYA,,INE544A01019,21.66,78.34
equity,HARSHA,,INE0JUS01029,12.5,87.5
equity,HATHWAY,,INE982F01036,20.1,79.9
equity,HATSUN,,INE473B01035,18.6,81.4
equity,HBLPOWER,,INE292B01021,27.81,72.19
equity,HCC,,INE549A01026,31.6,68.4
equity,HCG,,INE075I01017,16.89,83.11
equity,HCL-INSYS,,INE236A01020,22.87,77.13
equity,HEG,,INE545A01016,22.79,77.21
equity,HEIDELBERG,,INE578A01017,15.79,84.21
equity,HEMIPROP,,INE0AJG01018,19.68,80.32
equity,HERANBA,,INE694N01015,14.6,85.4
equity,HERCULES,,INE688E01024,23.8,76.2
equity,HERITGFOOD,,INE978A01027,18.39,81.61
equity,HESTERBIO,,INE782E01017,18.33,81.67
equity,HEXATRADEX,,INE750M01017,19.83,80.17
equity,HFCL,,INE548A01028,25.3,74.7
equity,HGINFRA,,INE926X01010,21.3,78.7
equity,HGS,,INE170I01016,21.04,78.96
equity,HIKAL,,INE475B01022,24.01,75.99
equity,HIL,,INE557A01011,19.88,80.12
equity,HIMATSEIDE,,INE049A01027,24.48,75.52
equity,HINDCOMPOS,,INE310C01029,21.03,78.97
equity,HINDCOPPER,,INE531E01026,23.08,76.92
equity,HINDOILEXP,,INE345A01011,25.31,74.69
equity,HINDPETRO,,INE094A01015,17.41,82.59
equity,HINDWAREAP,,INE05AN01011,26.12,73.88
equity,HINDZINC,,INE267A01025,15.96,84.04
equity,HISARMETAL,,INE598C01011,26.5,73.5
equity,HITECH,,INE106T01017,50,50
equity,HITECHCORP,,INE120D01012,24.36,75.64
equity,HLEGLAS,,INE461D01028,21.69,78.31
equity,HLVLTD,,INE102A01024,29.05,70.95
equity,HMVL,,INE871K01015,19.53,80.47
equity,HNDFDS,,INE254N01026,100,0
equity,HOMEFIRST,,INE481N01025,18.1,81.9
equity,HONAUT,,INE671A01010,15.31,84.69
equity,HONDAPOWER,,INE634A01018,21.64,78.36
equity,HPAL,,INE0GSL01016,14.84,85.16
equity,HPL,,INE495S01016,26.11,73.89
equity,HSCL,,INE019C01026,23.85,76.15
equity,HTMEDIA,,INE501G01024,24.01,75.99
equity,HUDCO,,INE031A01017,20.11,79.89
equity,HUHTAMAKI,,INE275B01026,18.68,81.32
equity,IBREALEST,,INE069I01010,27.16,72.84
equity,IBULHSGFIN,,INE148I01020,42.29,57.71
equity,ICIL,,INE483B01026,24.82,75.18
equity,ICRA,,INE725G01011,14.63,85.37
equity,IDBI,,INE008A01015,22.92,77.08
equity,IDEA,,INE669E01016,28.51,71.49
equity,IDFC,,INE043D01016,20.83,79.17
equity,IDFCFIRSTB,,INE092T01019,19.19,80.81
equity,IEX,,INE022Q01020,21.52,78.48
equity,IFBAGRO,,INE076C01018,22,78
equity,IFBIND,,INE559A01017,22.11,77.89
equity,IFCI,,INE039A01010,27.4,72.6
equity,IFGLEXPOR,,INE133Y01011,20.21,79.79
equity,IGARASHI,,INE188B01013,24.57,75.43
equity,IGL,,INE203G01027,17.44,82.56
equity,IGPL,,INE204A01010,20.55,79.45
equity,IIFL,,INE530B01024,21.96,78.04
equity,IIFLSEC,,INE489L01022,21.84,78.16
equity,IIFLWAM,,INE466L01020,18.17,81.83
equity,IMFA,,INE919H01018,22.65,77.35
equity,IMPAL,,INE547E01014,12.63,87.37
equity,INDBANK,,INE841B01017,32.25,67.75
equity,INDHOTEL,,INE053A01029,18.47,81.53
equity,INDIACEM,,INE383A01012,22.5,77.5
equity,INDIAGLYCO,,INE560A01015,22.93,77.07
equity,INDIAMART,,INE933S01016,19.53,80.47
equity,INDIANB,,INE562A01011,21.47,78.53
equity,INDIANCARD,,INE061A01014,22.12,77.88
equity,INDIANHUME,,INE323C01030,18.92,81.08
equity,INDIGOPNTS,,INE09VQ01012,15.47,84.53
equity,INDNIPPON,,INE092B01025,19.83,80.17
equity,INDOAMIN,,INE760F01028,21.59,78.41
equity,INDOBORAX,,INE803D01021,19.02,80.98
equity,INDOCO,,INE873D01024,18.65,81.35
equity,INDORAMA,,INE156A01020,25.43,74.57
equity,INDOTECH,,INE332H01014,24.94,75.06
equity,INDRAMEDCO,,INE681B01017,100,0
equity,INDSWFTLAB,,INE915B01019,100,0
equity,INDTERRAIN,,INE611L01021,27.4,72.6
equity,INEOSSTYRO,,INE189B01011,20.18,79.82
equity,INFIBEAM,,INE483S01020,24.92,75.08
equity,INFOBEAN,,INE344S01016,24.43,75.57
equity,INGERRAND,,INE177A01018,19.18,80.82
equity,INOXLEISUR,,INE312H01016,18.39,81.61
equity,INOXWIND,,INE066P01011,25.3,74.7
equity,INSECTICID,,INE070I01018,17.42,82.58
equity,INTELLECT,,INE306R01017,22.89,77.11
equity,INTENTECH,,INE781A01025,27.29,72.71
equity,INTLCONV,,INE575C01027,17.81,82.19
equity,IOB,,INE565A01014,23.84,76.16
equity,IOLCP,,INE485C01011,23.37,76.63
equity,IONEXCHANG,,INE570A01014,16.69,83.31
equity,IPCALAB,,INE571A01038,14.16,85.84
equity,IPL,,INE0D6701023,17.12,82.88
equity,IRB,,INE821I01014,23.77,76.23
equity,IRCON,,INE962Y01021,18.55,81.45
equity,IRFC,,INE053F01010,15.65,84.35
equity,ISEC,,INE763G01038,17.1,82.9
equity,ISFT,,INE566K01011,24.98,75.02
equity,ISGEC,,INE858B01029,18.22,81.78
equity,ISMTLTD,,INE732F01019,27.78,72.22
equity,ITDC,,INE353K01014,21.9,78.1
equity,ITDCEM,,INE686A01026,22.6,77.4
equity,ITI,,INE248A01017,21.77,78.23
equity,IVC,,INE050B01023,26.74,73.26
equity,IVP,,INE043C01018,25.28,74.72
equity,IZMO,,INE848A01014,24.57,75.43
equity,J&KBANK,,INE168A01041,24.12,75.88
equity,JAGRAN,,INE199G01027,35,65
equity,JAGSNPHARM,,INE048B01027,26.8,73.2
equity,JAIBALAJI,,INE091G01018,50,50
equity,JAICORPLTD,,INE070D01027,26.77,73.23
equity,JAMNAAUTO,,INE039C01032,18.71,81.29
equity,JASH,,INE039O01011,21.76,78.24
equity,JAYAGROGN,,INE785A01026,22.41,77.59
equity,JAYBARMARU,,INE571B01028,20.84,79.16
equity,JAYNECOIND,,INE854B01010,35,65
equity,JAYSREETEA,,INE364A01020,19.18,80.82
equity,JBCHEPHARM,,INE572A01028,15.46,84.54
equity,JBMA,,INE927D01044,24.62,75.38
equity,JCHAC,,INE782A01015,15.9,84.1
equity,JHS,,INE544H01014,24.49,75.51
equity,JINDALPHOT,,INE796G01012,29.31,70.69
equity,JINDALPOLY,,INE197D01010,21.59,78.41
equity,JINDALSAW,,INE324A01024,19.92,80.08
equity,JINDALSTEL,,INE749A01030,22.2,77.8
equity,JINDRILL,,INE742C01031,25.75,74.25
equity,JINDWORLD,,INE247D01039,29.36,70.64
equity,JISLJALEQS,,INE175A01038,25.35,74.65
equity,JKCEMENT,,INE823G01014,17.38,82.62
equity,JKIL,,INE576I01022,22.06,77.94
equity,JKLAKSHMI,,INE786A01032,21.8,78.2
equity,JKPAPER,,INE789E01012,22.92,77.08
equity,JKTYRE,,INE573A01042,22.8,77.2
equity,JMA,,INE412C01023,21.38,78.62
equity,JMCPROJECT,,INE890A01024,21.17,78.83
equity,JMFINANCIL,,INE780C01023,19.32,80.68
equity,JOCIL,,INE839G01010,23.26,76.74
equity,JPASSOCIAT,,INE455F01025,30.73,69.27
equity,JPPOWER,,INE351F01018,29.03,70.97
equity,JSL,,INE220G01021,75,25
equity,JSLHISAR,,INE455T01018,75,25
equity,JSWENERGY,,INE121E01018,23.18,76.82
equity,JSWHL,,INE824G01012,20.54,79.46
equity,JSWISPL,,INE743C01021,22.93,77.07
equity,JTEKTINDIA,,INE643A01035,23.19,76.81
equity,JTLINFRA,,INE391J01024,19.6,80.4
equity,JUBLFOOD,,INE797F01020,18.32,81.68
equity,JUBLINGREA,,INE0BY001018,21.14,78.86
equity,JUBLPHARMA,,INE700A01033,18.89,81.11
equity,JUSTDIAL,,INE599M01018,21.91,78.09
equity,JYOTHYLAB,,INE668F01031,14.95,85.05
equity,KABRAEXTRU,,INE900B01029,29.24,70.76
equity,KAJARIACER,,INE217B01036,16.5,83.5
equity,KAKATCEM,,INE437B01014,21.94,78.06
equity,KALPATPOWR,,INE220B01022,16.72,83.28
equity,KALYANKJIL,,INE303R01014,19.49,80.51
equity,KANSAINER,,INE531A01024,16.02,83.98
equity,KARURVYSYA,,INE036D01028,21.99,78.01
equity,KCP,,INE805C01028,20.13,79.87
equity,KCPSUGIND,,INE790B01024,50,50
equity,KDDL,,INE291D01011,25.55,74.45
equity,KEC,,INE389H01022,18.58,81.42
equity,KEI,,INE878B01027,20.17,79.83
equity,KENNAMET,,INE717A01029,18.72,81.28
equity,KESORAMIND,,INE087A01019,22.93,77.07
equity,KHADIM,,INE834I01025,24.39,75.61
equity,KHAICHEM,,INE745B01028,26.22,73.78
equity,KICL,,INE029L01018,15.93,84.07
equity,KILITCH,,INE729D01010,22.63,77.37
equity,KIMS,,INE967H01017,15.91,84.09
equity,KIOCL,,INE880L01014,24.76,75.24
equity,KIRIINDUS,,INE415I01015,20.36,79.64
equity,KIRLFER,,INE884B01025,21.38,78.62
equity,KIRLOSBROS,,INE732A01036,24.12,75.88
equity,KIRLOSENG,,INE146L01010,23.49,76.51
equity,KIRLOSIND,,INE250A01039,19.47,80.53
equity,KITEX,,INE602G01020,22.64,77.36
equity,KKCL,,INE401H01017,100,0
equity,KMSUGAR,,INE157H01023,26.92,73.08
equity,KNRCON,,INE634I01029,17.23,82.77
equity,KOKUYOCMLN,,INE760A01029,20.2,79.8
equity,KOLTEPATIL,,INE094I01018,23.11,76.89
equity,KOPRAN,,INE082A01010,26.43,73.57
equity,KOTARISUG,,INE419A01022,27.37,72.63
equity,KOTHARIPET,,INE720A01015,26.93,73.07
equity,KOVAI,,INE177F01017,14.06,85.94
equity,KPIGREEN,,INE542W01017,35,65
equity,KPITTECH,,INE04I401011,21.92,78.08
equity,KPRMILL,,INE930H01031,19.32,80.68
equity,KRBL,,INE001B01026,23.49,76.51
equity,KREBSBIO,,INE268B01013,26.89,73.11
equity,KRISHANA,,INE506W01012,24.36,75.64
equity,KRITINUT,,INE798K01010,12.5,87.5
equity,KRSNAA,,INE08LI01020,15.5,84.5
equity,KSB,,INE999A01015,18,82
equity,KSCL,,INE455I01029,16.16,83.84
equity,KSL,,INE907A01026,17.75,82.25
equity,KSOLVES,,INE0D6I01015,12.5,87.5
equity,KTKBANK,,INE614B01018,100,0
equity,L&TFH,,INE498L01015,19.83,80.17
equity,LALPATHLAB,,INE600L01024,19.62,80.38
equity,LAMBODHARA,,INE112F01022,26.25,73.75
equity,LAOPALA,,INE059D01020,20.34,79.66
equity,LATENTVIEW,,INE0I7C01011,18.97,81.03
equity,LAURUSLABS,,INE947Q01028,18.5,81.5
equity,LAXMIMACH,,INE269B01029,16.92,83.08
equity,LEMONTREE,,INE970X01018,22.87,77.13
equity,LGBBROSLTD,,INE337A01034,20.19,79.81
equity,LIBAS,,INE908V01012,23.84,76.16
equity,LICHSGFIN,,INE115A01026,17.71,82.29
equity,LIKHITHA,,INE060901019,100,0
equity,LINC,,INE802B01019,25.75,74.25
equity,LINCOLN,,INE405C01035,18.1,81.9
equity,LINDEINDIA,,INE473A01011,19,81
equity,LODHA,,INE670K01029,20.83,79.17
equity,LOVABLE,,INE597L01014,23.78,76.22
equity,LTTS,,INE010V01017,18.93,81.07
equity,LUMAXIND,,INE162B01018,21.09,78.91
equity,LUMAXTECH,,INE872H01027,23.02,76.98
equity,LUPIN,,INE326A01037,15.62,84.38
equity,LUXIND,,INE150G01020,18.79,81.21
equity,LXCHEM,,INE576O01020,19.34,80.66
equity,LYKALABS,,INE933A01014,27.62,72.38
equity,M&MFIN,,INE774D01024,21.49,78.51
equity,MAANALU,,INE215I01019,28.98,71.02
equity,MACPOWER,,INE155Z01011,27.27,72.73
equity,MADRASFERT,,INE414A01015,32.87,67.13
equity,MAGADSUGAR,,INE347W01011,26.6,73.4
equity,MAHABANK,,INE457A01014,22.87,77.13
equity,MAHEPC,,INE215D01010,18.78,81.22
equity,MAHESHWARI,,INE263W01010,23.59,76.41
equity,MAHINDCIE,,INE536H01010,20.53,79.47
equity,MAHLIFE,,INE813A01018,20.57,79.43
equity,MAHLOG,,INE766P01016,20.17,79.83
equity,MAHSCOOTER,,INE288A01013,16.59,83.41
equity,MAHSEAMLES,,INE271B01025,19.04,80.96
equity,MAITHANALL,,INE683C01011,21.76,78.24
equity,MALUPAPER,,INE383H01017,25.31,74.69
equity,MANAKSIA,,INE015D01022,22.86,77.14
equity,MANAKSTEEL,,INE824Q01011,26.37,73.63
equity,MANALIPETC,,INE201A01024,22.67,77.33
equity,MANAPPURAM,,INE522D01027,19.59,80.41
equity,MANGALAM,,INE584F01014,23.03,76.97
equity,MANGCHEFER,,INE558B01017,26.07,73.93
equity,MANGLMCEM,,INE347A01017,19.06,80.94
equity,MANINDS,,INE993A01026,22.43,77.57
equity,MANINFRA,,INE949H01023,22.1,77.9
equity,MANORAMA,,INE00VM01010,13.73,86.27
equity,MANORG,,INE370D01013,22.13,77.87
equity,MANYAVAR,,INE825V01034,14.73,85.27
equity,MAPMYINDIA,,INE0BV301023,16.65,83.35
equity,MARINE,,INE01JE01028,23.2,76.8
equity,MARKSANS,,INE750C01026,21.24,78.76
equity,MASFIN,,INE348L01012,22.11,77.89
equity,MASTEK,,INE759A01021,20.76,79.24
equity,MATRIMONY,,INE866R01028,18.24,81.76
equity,MAWANASUG,,INE636A01039,28.09,71.91
equity,MAXHEALTH,,INE027H01010,17.71,82.29
equity,MAYURUNIQ,,INE040D01038,19.94,80.06
equity,MAZDA,,INE885E01034,21.07,78.93
equity,MAZDOCK,,INE249Z01012,24.56,75.44
equity,MCX,,INE745G01035,17.77,82.23
equity,MEDICAMEQ,,INE646B01010,23.66,76.34
equity,MEDPLUS,,INE804L01022,15.78,84.22
equity,MENONBE,,INE071D01033,23.09,76.91
equity,METROBRAND,,INE317I01021,17.05,82.95
equity,METROPOLIS,,INE112L01020,20.08,79.92
equity,MFL,,INE071N01016,22.56,77.44
equity,MFSL,,INE180A01020,16.42,83.58
equity,MGL,,INE002S01010,16.45,83.55
equity,MHRIL,,INE998I01010,19.62,80.38
equity,MIDHANI,,INE099Z01011,18.07,81.93
equity,MINDACORP,,INE842C01021,21.48,78.52
equity,MINDTECK,,INE110B01017,28.02,71.98
equity,MIRCELECTR,,INE831A01028,100,0
equity,MMFL,,INE227C01017,20.11,79.89
equity,MMP,,INE511Y01018,24.44,75.56
equity,MMTC,,INE123F01029,23.94,76.06
equity,MODISONLTD,,INE737D01021,21.19,78.81
equity,MOIL,,INE490G01020,15.58,84.42
equity,MOL,,INE0CT101020,20.04,79.96
equity,MOLDTECH,,INE835B01035,25.37,74.63
equity,MOLDTKPAC,,INE893J01029,18.14,81.86
equity,MONARCH,,INE903D01011,22.66,77.34
equity,MONTECARLO,,INE950M01013,24.07,75.93
equity,MOREPENLAB,,INE083A01026,25.6,74.4
equity,MOTILALOFS,,INE338I01027,16.58,83.42
equity,MPSLTD,,INE943D01017,21.43,78.57
equity,MRF,,INE883A01011,14.41,85.59
equity,MRPL,,INE103A01014,26.83,73.17
equity,MSPL,,INE752G01015,24.67,75.33
equity,MSTCLTD,,INE255X01014,24.23,75.77
equity,MSUMI,,INE0FS801015,14.36,85.64
